fighter,date,event,avg_kd,avg_sig_str_landed,avg_sig_str_att,avg_total_str_landed,avg_total_str_att,avg_td_landed,avg_td_att,avg_sub_att,avg_ctrl_seconds,avg_head_landed,avg_body_landed,avg_leg_landed,avg_distance_landed,avg_clinch_landed,avg_ground_landed,weight_class,result,style
Brian Kelleher,2021-02-13,UFC 258: Usman vs. Burns,0.0,10.0,28.1,15.6,34.4,0.2,1.2,0.4,42.0,4.7,1.8,3.5,8.1,1.0,0.9,Featherweight,L,Mixed
Ricky Simon,2021-02-13,UFC 258: Usman vs. Burns,0.2857142857142857,14.285714285714286,30.714285714285715,20.142857142857142,37.142857142857146,1.8571428571428572,3.4285714285714284,0.0,86.14285714285714,8.285714285714286,3.5714285714285716,2.4285714285714284,9.0,2.5714285714285716,2.7142857142857144,Featherweight,W,Mixed
Rodolfo Vieira,2021-02-13,UFC 258: Usman vs. Burns,0.0,7.5,15.5,14.0,23.0,1.5,2.5,0.5,136.5,7.0,0.5,0.0,1.5,0.0,6.0,Middleweight,L,Mixed
Alexa Grasso,2021-02-13,UFC 258: Usman vs. Burns,0.0,26.0,62.57142857142857,38.142857142857146,75.85714285714286,0.0,0.14285714285714285,0.14285714285714285,22.285714285714285,16.142857142857142,4.428571428571429,5.428571428571429,20.428571428571427,4.714285714285714,0.8571428571428571,Women's Flyweight,W,Muay_Thai
Mallory Martin,2021-02-13,UFC 258: Usman vs. Burns,0.0,10.5,23.0,15.5,28.5,0.0,0.5,0.0,15.0,8.5,2.0,0.0,10.0,0.5,0.0,Women's Strawweight,L,Mixed
Polyana Viana,2021-02-13,UFC 258: Usman vs. Burns,0.0,10.8,21.0,17.6,29.2,0.4,1.4,0.8,35.8,5.0,3.2,2.6,7.8,1.0,2.0,Women's Strawweight,W,Mixed
Maki Pitolo,2021-02-13,UFC 258: Usman vs. Burns,0.0,17.75,42.25,24.0,49.0,0.75,0.75,0.25,44.0,12.75,3.75,1.25,17.75,0.0,0.0,Middleweight,L,Mixed
Gilbert Burns,2021-02-13,UFC 258: Usman vs. Burns,0.15384615384615385,16.923076923076923,33.30769230769231,21.53846153846154,38.61538461538461,0.8461538461538461,1.7692307692307692,0.07692307692307693,72.76923076923077,10.307692307692308,3.1538461538461537,3.4615384615384617,10.461538461538462,2.0,4.461538461538462,UFC Welterweight Title,L,Mixed
Kamaru Usman,2021-02-13,UFC 258: Usman vs. Burns,0.08333333333333333,17.166666666666668,35.25,30.416666666666668,49.75,1.1666666666666667,3.1666666666666665,0.0,153.66666666666666,8.833333333333334,5.666666666666667,2.6666666666666665,8.75,4.333333333333333,4.083333333333333,UFC Welterweight Title,W,Muay_Thai
Serghei Spivac,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,10.25,23.75,13.75,27.5,1.0,1.25,0.0,36.25,9.75,0.25,0.25,8.5,0.5,1.25,Heavyweight,W,Mixed
Ketlen Vieira,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,16.166666666666668,46.666666666666664,25.333333333333332,58.166666666666664,0.3333333333333333,1.1666666666666667,0.16666666666666666,70.5,14.0,1.8333333333333333,0.3333333333333333,13.166666666666666,2.3333333333333335,0.6666666666666666,Women's Bantamweight,L,Mixed
Nate Landwehr,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,14.5,32.5,16.0,34.0,0.0,0.0,0.0,22.0,10.5,2.0,2.0,12.0,2.5,0.0,Featherweight,L,Mixed
Shana Dobson,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,12.2,35.0,16.2,40.0,0.4,0.6,0.0,22.4,6.8,3.0,2.4,10.0,1.8,0.4,Women's Flyweight,L,Mixed
Chris Daukaus,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,2.0,25.0,40.0,29.0,44.0,0.0,0.0,0.0,29.5,21.0,2.0,2.0,17.5,3.0,4.5,Heavyweight,W,Striker
Aleksei Oleinik,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.09090909090909091,16.09090909090909,30.727272727272727,25.90909090909091,41.45454545454545,0.7272727272727273,1.3636363636363635,0.6363636363636364,100.18181818181819,10.636363636363637,4.181818181818182,1.2727272727272727,9.818181818181818,5.0,1.2727272727272727,Heavyweight,L,Mixed
Casey O'Neill,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,,,,,,,,,,,,,,,,Women's Flyweight,W,Mixed
Andrei Arlovski,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.058823529411764705,17.470588235294116,34.529411764705884,20.294117647058822,37.705882352941174,0.17647058823529413,0.29411764705882354,0.0,18.705882352941178,10.058823529411764,3.4705882352941178,3.9411764705882355,13.647058823529411,3.1176470588235294,0.7058823529411765,Heavyweight,L,Mixed
Curtis Blaydes,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.08333333333333333,14.666666666666666,30.666666666666668,29.416666666666668,49.333333333333336,2.6666666666666665,4.25,0.0,152.66666666666666,8.5,1.5833333333333333,4.583333333333333,5.25,2.75,6.666666666666667,Heavyweight,L,Mixed
Nassourdine Imavov,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,10.0,17.0,12.0,19.0,1.0,5.0,2.0,101.0,7.0,2.0,1.0,7.0,3.0,0.0,Middleweight,L,Mixed
Phil Hawes,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,1.0,7.0,11.0,7.0,11.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,2.0,Middleweight,W,Mixed
Drako Rodriguez,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,,,,,,,,,,,,,,,,Bantamweight,L,Mixed
Jared Gordon,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,17.285714285714285,35.285714285714285,28.714285714285715,49.714285714285715,0.8571428571428571,1.5714285714285714,0.0,75.28571428571429,12.857142857142858,2.0,2.4285714285714284,12.571428571428571,2.857142857142857,1.8571428571428572,Featherweight,W,Muay_Thai
Derrick Lewis,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.11764705882352941,10.0,19.764705882352942,11.588235294117647,21.529411764705884,0.23529411764705882,0.6470588235294118,0.0,44.470588235294116,7.411764705882353,2.0,0.5882352941176471,3.764705882352941,2.588235294117647,3.6470588235294117,Heavyweight,W,Mixed
Aiemann Zahabi,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,11.666666666666666,28.666666666666668,12.0,29.0,0.0,0.3333333333333333,0.0,33.0,7.333333333333333,4.0,0.3333333333333333,9.0,2.3333333333333335,0.3333333333333333,Bantamweight,W,Mixed
Darrick Minner,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,9.5,11.0,19.5,21.0,0.5,0.5,1.5,16.0,1.0,7.0,1.5,2.0,7.0,0.5,Featherweight,W,Muay_Thai
Charles Rosa,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,16.857142857142858,43.285714285714285,18.857142857142858,46.0,0.5714285714285714,1.7142857142857142,0.14285714285714285,50.57142857142857,6.857142857142857,3.5714285714285716,6.428571428571429,15.285714285714286,0.42857142857142855,1.1428571428571428,Featherweight,L,Mixed
John Castaneda,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,22.0,44.0,22.0,44.0,0.0,1.0,0.0,7.0,9.0,3.0,10.0,21.0,1.0,0.0,Bantamweight,W,Sniper
Yana Santos,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,14.0,23.6,40.2,53.2,0.8,1.8,0.2,185.4,4.0,7.0,3.0,5.2,7.6,1.2,Women's Bantamweight,W,Muay_Thai
Danny Chavez,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,17.0,36.0,17.0,36.0,0.0,0.0,0.0,4.0,4.0,1.0,12.0,17.0,0.0,0.0,Featherweight,L,Mixed
Jared Vanderaa,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,,,,,,,,,,,,,,,,Heavyweight,L,Mixed
Eddie Wineland,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.2857142857142857,12.571428571428571,41.142857142857146,14.714285714285714,43.285714285714285,0.0,0.14285714285714285,0.0,1.1428571428571428,7.857142857142857,3.7142857142857144,1.0,12.0,0.14285714285714285,0.42857142857142855,Bantamweight,L,Mixed
Tom Aspinall,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.5,13.0,17.5,13.5,18.0,0.5,0.5,0.0,16.0,11.0,0.5,1.5,6.5,0.0,6.5,Heavyweight,W,Mixed
Julian Erosa,2021-02-20,UFC Fight Night: Blaydes vs. Lewis,0.0,13.833333333333334,33.0,21.5,41.166666666666664,0.16666666666666666,0.3333333333333333,0.3333333333333333,32.833333333333336,5.5,5.5,2.8333333333333335,9.5,3.1666666666666665,1.1666666666666667,Featherweight,W,Muay_Thai
Ciryl Gane,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.25,25.25,46.25,26.75,48.0,0.0,0.25,0.25,13.0,10.5,7.25,7.5,21.5,2.75,1.0,Heavyweight,W,Sniper
Ronnie Lawrence,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,,,,,,,,,,,,,,,,Bantamweight,W,Mixed
Jimmie Rivera,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.3,15.9,36.5,17.8,38.5,0.2,0.7,0.0,15.2,7.8,2.8,5.3,13.8,1.4,0.7,Bantamweight,L,Mixed
Vince Cachero,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.0,28.0,59.0,37.0,69.0,0.0,2.0,0.0,15.0,18.0,5.0,5.0,22.0,5.0,1.0,Bantamweight,L,Muay_Thai
Jairzinho Rozenstruik,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.3333333333333333,7.666666666666667,12.333333333333334,9.333333333333334,14.0,0.0,0.0,0.0,2.8333333333333335,3.6666666666666665,0.3333333333333333,3.6666666666666665,6.666666666666667,0.3333333333333333,0.6666666666666666,Heavyweight,L,Mixed
Nikita Krylov,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.1111111111111111,21.11111111111111,36.888888888888886,35.666666666666664,52.55555555555556,0.4444444444444444,1.2222222222222223,0.5555555555555556,92.33333333333333,11.777777777777779,5.888888888888889,3.4444444444444446,12.222222222222221,6.0,2.888888888888889,Light Heavyweight,L,Muay_Thai
Thiago Moises,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.0,9.8,23.4,12.4,26.8,0.4,1.4,0.6,37.2,6.0,1.2,2.6,7.6,0.6,1.6,Lightweight,W,Mixed
Alexander Hernandez,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.3333333333333333,17.833333333333332,42.833333333333336,20.666666666666668,45.666666666666664,0.3333333333333333,1.0,0.0,29.166666666666668,8.333333333333334,7.333333333333333,2.1666666666666665,13.333333333333334,4.166666666666667,0.3333333333333333,Lightweight,L,Muay_Thai
Magomed Ankalaev,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.6666666666666666,14.666666666666666,28.0,20.0,34.0,0.0,0.3333333333333333,0.0,53.833333333333336,9.833333333333334,3.1666666666666665,1.6666666666666667,10.166666666666666,1.6666666666666667,2.8333333333333335,Light Heavyweight,W,Mixed
Mayra Bueno Silva,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.0,12.666666666666666,26.0,14.333333333333334,27.666666666666668,0.0,0.0,0.6666666666666666,4.666666666666667,7.0,2.0,3.6666666666666665,9.333333333333334,1.3333333333333333,2.0,Women's Flyweight,L,Mixed
Kevin Croom,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,1.0,5.0,6.0,5.0,6.0,0.0,0.0,1.0,15.0,2.0,1.0,2.0,4.0,0.0,1.0,Featherweight,L,Mixed
Dustin Jacoby,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,2.0,22.0,38.0,22.0,38.0,0.0,0.0,0.0,11.0,10.0,2.0,10.0,17.0,0.0,5.0,Light Heavyweight,W,Striker
Maxim Grishin,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.0,10.0,15.5,19.0,25.5,0.0,0.0,0.0,5.5,2.0,3.0,5.0,8.5,1.5,0.0,Light Heavyweight,L,Mixed
Alex Caceres,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.25,18.25,35.583333333333336,19.583333333333332,37.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,20.916666666666668,11.833333333333334,4.0,2.4166666666666665,16.333333333333332,1.0833333333333333,0.8333333333333334,Featherweight,W,Mixed
Montana De La Rosa,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.0,11.833333333333334,40.5,22.0,52.666666666666664,0.6666666666666666,1.5,0.16666666666666666,86.0,8.166666666666666,2.1666666666666665,1.5,9.0,2.0,0.8333333333333334,Women's Flyweight,L,Mixed
Alexis Davis,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.0,17.714285714285715,40.142857142857146,29.571428571428573,53.57142857142857,0.0,0.8571428571428571,0.2857142857142857,78.85714285714286,7.571428571428571,4.571428571428571,5.571428571428571,10.428571428571429,5.142857142857143,2.142857142857143,Women's Bantamweight,W,Mixed
Sabina Mazo,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.0,26.25,60.75,37.75,76.5,0.5,0.5,0.0,66.25,9.75,8.25,8.25,19.5,2.25,4.5,Women's Bantamweight,L,Sniper
Pedro Munhoz,2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,0.18181818181818182,24.727272727272727,58.36363636363637,25.454545454545453,59.27272727272727,0.09090909090909091,1.1818181818181819,0.2727272727272727,4.454545454545454,13.363636363636363,4.090909090909091,7.2727272727272725,21.90909090909091,1.9090909090909092,0.9090909090909091,Bantamweight,W,Sniper
Jordan Espinosa,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,17.2,32.8,27.0,43.2,0.0,0.6,0.0,7.8,9.6,2.2,5.4,12.4,4.8,0.0,Flyweight,L,Muay_Thai
Sean Brady,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.3333333333333333,30.333333333333332,58.0,42.0,71.0,0.3333333333333333,1.3333333333333333,0.0,24.0,15.333333333333334,2.6666666666666665,12.333333333333334,28.333333333333332,0.6666666666666666,1.3333333333333333,Welterweight,W,Striker
Megan Anderson,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.2,7.6,15.6,16.6,25.4,0.2,0.6,0.2,43.8,5.8,1.8,0.0,3.6,2.0,2.0,UFC Women's Featherweight Title,L,Mixed
Amanda Nunes,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.45454545454545453,24.90909090909091,45.18181818181818,26.90909090909091,47.81818181818182,0.45454545454545453,0.5454545454545454,0.36363636363636365,43.72727272727273,16.454545454545453,3.4545454545454546,5.0,17.0,1.0,6.909090909090909,UFC Women's Featherweight Title,W,Mixed
Dominick Cruz,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,16.25,41.25,18.5,43.75,0.5,3.25,0.0,30.0,8.75,3.5,4.0,15.25,1.0,0.0,Bantamweight,W,Mixed
Casey Kenney,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,29.333333333333332,56.166666666666664,31.0,58.166666666666664,0.5,0.5,0.16666666666666666,46.333333333333336,14.166666666666666,7.666666666666667,7.5,26.666666666666668,2.0,0.6666666666666666,Bantamweight,L,Sniper
Kai Kara-France,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.16666666666666666,19.666666666666668,51.333333333333336,22.0,53.833333333333336,0.16666666666666666,0.16666666666666666,0.0,51.166666666666664,13.0,3.0,3.6666666666666665,16.333333333333332,0.5,2.8333333333333335,Flyweight,W,Sniper
Rogerio Bontorin,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,9.333333333333334,16.333333333333332,16.666666666666668,24.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,97.33333333333333,5.333333333333333,2.6666666666666665,1.3333333333333333,6.333333333333333,2.6666666666666665,0.3333333333333333,Flyweight,L,Mixed
Israel Adesanya,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.4444444444444444,15.0,32.111111111111114,16.88888888888889,34.111111111111114,0.0,0.0,0.0,1.2222222222222223,6.555555555555555,2.888888888888889,5.555555555555555,14.11111111111111,0.8888888888888888,0.0,UFC Light Heavyweight Title,L,Mixed
Carlos Ulberg,2021-03-06,UFC 259: Blachowicz vs. Adesanya,,,,,,,,,,,,,,,,Light Heavyweight,L,Mixed
Aljamain Sterling,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,16.0,33.416666666666664,28.583333333333332,46.916666666666664,0.25,1.9166666666666667,0.4166666666666667,85.41666666666667,5.0,6.583333333333333,4.416666666666667,10.666666666666666,3.3333333333333335,2.0,UFC Bantamweight Title,W,Mixed
Kennedy Nzechukwu,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,10.5,24.5,10.5,25.0,0.0,0.0,0.0,53.0,8.0,2.0,0.5,6.0,3.0,1.5,Light Heavyweight,W,Mixed
Petr Yan,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.42857142857142855,22.428571428571427,48.0,24.857142857142858,50.857142857142854,0.2857142857142857,0.7142857142857143,0.0,15.0,13.714285714285714,7.142857142857143,1.5714285714285714,15.428571428571429,3.142857142857143,3.857142857142857,UFC Bantamweight Title,L,Striker
Jan Blachowicz,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.21428571428571427,16.5,34.57142857142857,22.285714285714285,40.785714285714285,0.14285714285714285,0.35714285714285715,0.07142857142857142,37.92857142857143,9.857142857142858,4.142857142857143,2.5,12.0,3.0,1.5,UFC Light Heavyweight Title,W,Mixed
Amanda Lemos,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.3333333333333333,27.333333333333332,44.333333333333336,31.0,48.0,1.0,1.0,0.3333333333333333,75.33333333333333,17.666666666666668,6.333333333333333,3.3333333333333335,17.666666666666668,6.0,3.6666666666666665,Women's Strawweight,W,Striker
Joseph Benavidez,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.1,21.5,48.7,26.2,54.0,0.7,1.7,0.0,58.3,11.3,5.5,4.7,16.9,2.5,2.1,Flyweight,L,Muay_Thai
Jake Matthews,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.16666666666666666,13.166666666666666,31.166666666666668,18.666666666666668,37.75,0.5,1.4166666666666667,0.16666666666666666,76.91666666666667,9.333333333333334,1.75,2.0833333333333335,8.75,1.1666666666666667,3.25,Welterweight,L,Mixed
Askar Askarov,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,12.333333333333334,21.333333333333332,21.0,31.0,0.6666666666666666,3.0,0.0,157.33333333333334,10.333333333333334,0.3333333333333333,1.6666666666666667,5.0,1.0,6.333333333333333,Flyweight,W,Mixed
Aleksandar Rakic,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.5,19.0,32.666666666666664,29.833333333333332,44.166666666666664,0.3333333333333333,1.0,0.16666666666666666,96.0,9.833333333333334,3.6666666666666665,5.5,10.333333333333334,2.6666666666666665,6.0,Light Heavyweight,W,Mixed
Livinha Souza,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,10.75,19.0,19.25,27.75,0.75,1.75,0.75,52.0,6.0,3.0,1.75,5.0,3.0,2.75,Women's Strawweight,L,Mixed
Uros Medic,2021-03-06,UFC 259: Blachowicz vs. Adesanya,,,,,,,,,,,,,,,,Lightweight,W,Mixed
Thiago Santos,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.4117647058823529,18.647058823529413,37.23529411764706,24.235294117647058,43.23529411764706,0.17647058823529413,0.47058823529411764,0.0,43.0,10.294117647058824,4.529411764705882,3.823529411764706,9.882352941176471,2.764705882352941,6.0,Light Heavyweight,L,Mixed
Kyler Phillips,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,38.5,79.5,40.0,81.0,0.5,1.5,0.0,63.0,25.5,6.5,6.5,28.5,3.0,7.0,Bantamweight,W,Muay_Thai
Islam Makhachev,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.125,7.75,15.0,14.25,22.875,0.875,1.625,0.375,78.875,5.5,1.625,0.625,4.25,1.5,2.0,Lightweight,W,Mixed
Drew Dober,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.3333333333333333,17.416666666666668,43.25,21.333333333333332,47.5,0.16666666666666666,0.5,0.0,26.5,11.0,3.1666666666666665,3.25,11.916666666666666,3.6666666666666665,1.8333333333333333,Lightweight,L,Mixed
Song Yadong,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.3333333333333333,15.0,44.0,20.666666666666668,50.333333333333336,0.0,0.0,0.16666666666666666,31.0,9.333333333333334,2.3333333333333335,3.3333333333333335,11.166666666666666,1.8333333333333333,2.0,Bantamweight,L,Mixed
Aalon Cruz,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,2.0,12.0,2.0,12.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,Lightweight,L,Mixed
Tim Elliott,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,14.777777777777779,27.666666666666668,31.88888888888889,46.333333333333336,1.3333333333333333,3.111111111111111,0.3333333333333333,86.88888888888889,6.444444444444445,3.2222222222222223,5.111111111111111,8.555555555555555,3.0,3.2222222222222223,Flyweight,W,Muay_Thai
Trevin Jones,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,8.0,24.0,12.0,28.0,1.0,1.0,0.0,27.0,5.0,1.0,2.0,7.0,1.0,0.0,Bantamweight,W,Mixed
Mario Bautista,2021-03-06,UFC 259: Blachowicz vs. Adesanya,0.0,13.333333333333334,48.333333333333336,17.333333333333332,52.666666666666664,0.3333333333333333,0.3333333333333333,0.0,24.666666666666668,7.333333333333333,3.0,3.0,12.666666666666666,0.6666666666666666,0.0,Bantamweight,L,Mixed
Eryk Anders,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.2,9.9,24.0,13.4,27.8,0.3,0.8,0.0,39.1,7.1,2.5,0.3,5.3,3.0,1.6,Middleweight,L,Mixed
Charles Jourdain,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.5,16.5,39.0,19.5,42.0,0.0,0.0,0.25,12.75,5.75,5.5,5.25,13.75,1.25,1.5,Featherweight,W,Mixed
Marcelo Rojo,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,,,,,,,,,,,,,,,,Featherweight,L,Mixed
Jonathan Martinez,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,16.5,43.166666666666664,20.166666666666668,47.5,0.16666666666666666,0.3333333333333333,0.0,44.0,8.333333333333334,5.5,2.6666666666666665,15.0,0.8333333333333334,0.6666666666666666,Bantamweight,L,Mixed
JJ Aldrich,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,14.142857142857142,36.142857142857146,19.428571428571427,41.714285714285715,0.2857142857142857,0.5714285714285714,0.0,54.0,10.428571428571429,1.8571428571428572,1.8571428571428572,11.142857142857142,2.857142857142857,0.14285714285714285,Women's Flyweight,W,Mixed
Darren Stewart,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,13.0,29.272727272727273,19.636363636363637,36.63636363636363,0.5454545454545454,1.2727272727272727,0.09090909090909091,43.27272727272727,8.545454545454545,2.1818181818181817,2.272727272727273,6.818181818181818,5.0,1.1818181818181819,Middleweight,L,Mixed
Davey Grant,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,13.0,25.4,17.2,30.0,1.0,1.2,0.0,75.4,4.8,3.4,4.8,8.6,0.6,3.8,Bantamweight,W,Mixed
Cortney Casey,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,21.0,49.5,31.25,60.916666666666664,0.25,0.3333333333333333,0.25,21.833333333333332,15.0,1.3333333333333333,4.666666666666667,14.5,2.4166666666666665,4.083333333333333,Women's Flyweight,L,Mixed
Jinh Yu Frey,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,12.0,25.0,13.0,26.5,0.0,1.0,0.0,30.5,6.0,2.5,3.5,7.0,5.0,0.0,Women's Strawweight,W,Mixed
Gloria de Paula,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,,,,,,,,,,,,,,,,Women's Strawweight,L,Mixed
Angela Hill,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,22.933333333333334,51.93333333333333,26.0,55.266666666666666,0.2,0.4666666666666667,0.06666666666666667,23.733333333333334,13.6,5.666666666666667,3.6666666666666665,17.533333333333335,4.933333333333334,0.4666666666666667,Women's Strawweight,W,Sniper
Ashley Yoder,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,15.125,35.0,27.75,48.5,0.625,1.125,0.25,81.75,10.5,3.375,1.25,8.75,1.125,5.25,Women's Strawweight,L,Mixed
Matheus Nicolau,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,1.0,17.75,33.0,23.75,40.75,0.5,0.75,0.25,61.25,8.75,5.75,3.25,14.0,0.25,3.5,Flyweight,W,Striker
Rafa Garcia,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,,,,,,,,,,,,,,,,Lightweight,L,Mixed
Manel Kape,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,12.0,20.0,14.0,23.0,0.0,1.0,0.0,0.0,9.0,2.0,1.0,12.0,0.0,0.0,Flyweight,L,Mixed
Nasrat Haqparast,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.16666666666666666,17.5,41.166666666666664,18.333333333333332,42.0,0.0,0.16666666666666666,0.0,1.5,13.833333333333334,2.3333333333333335,1.3333333333333333,15.5,1.5,0.5,Lightweight,W,Mixed
Ryan Spann,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.6,10.2,29.4,10.8,30.0,1.0,1.8,0.4,70.8,8.6,1.4,0.2,8.2,0.6,1.4,Light Heavyweight,W,Mixed
Belal Muhammad,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,21.5,51.166666666666664,25.75,56.583333333333336,0.16666666666666666,1.5,0.0,27.75,12.916666666666666,3.1666666666666665,5.416666666666667,20.166666666666668,0.8333333333333334,0.5,Welterweight,L,Sniper
Ray Rodriguez,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.0,1.0,5.0,1.0,5.0,1.0,1.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,Bantamweight,L,Mixed
Leon Edwards,2021-03-13,UFC Fight Night: Edwards vs. Muhammad,0.18181818181818182,7.2727272727272725,15.636363636363637,14.272727272727273,24.0,0.6363636363636364,1.7272727272727273,0.18181818181818182,99.72727272727273,4.545454545454546,1.8181818181818181,0.9090909090909091,4.454545454545454,1.9090909090909092,0.9090909090909091,Welterweight,L,Mixed
